iter	Logloss
277	0.1292105781
278	0.128709952
279	0.1281096141
280	0.1276116901
281	0.1271806558
282	0.1267249054
283	0.1262548632
284	0.1257303953
285	0.1252974669
286	0.1247765753
287	0.1243302822
288	0.1238977512
289	0.1234769821
290	0.1230830616
291	0.1225594415
292	0.1221331755
293	0.121685293
294	0.1212599675
295	0.1208070119
296	0.1203610367
297	0.1199327045
298	0.1194458008
299	0.1190234555
	0.1149114238
301	0.1145572
302	0.1140210099
303	0.1135357221
304	0.1131343709
305	0.1127160655
306	0.1123467684
307	0.1119807164
308	0.1115307675
309	0.1111361186
310	0.1107546356
311	0.1103798019
312	0.1100378633
313	0.1097311841
314	0.109343595
315	0.1088511414
316	0.1084907783
317	0.1081225541
318	0.1076696714
319	0.1072619955
320	0.1069412099
321	0.1065074073
322	0.106172204
323	0.1057044533
324	0.1053766807
325	0.105078631
326	0.1046509941
327	0.1042848494
328	0.1039590703
329	0.1036042107
330	0.1032491194
331	0.1029419502
332	0.1026142836
333	0.1022317012
334	0.1019052598
335	0.1014799078
336	0.1011112531
337	0.1007750895
338	0.1004170974
339	0.1000586483
340	0.09968389405
341	0.09934622712
342	0.09906658861
343	0.09877142641
344	0.09843466017
345	0.09806299872
346	0.09772917959
347	0.09740995699
348	0.09711368216
349	0.09679273764
350	0.09647533629
351	0.09606975979
352	0.09576068322
353	0.0954591963
354	0.09515781535
355	0.09484102991
356	0.09455070231
357	0.09425340758
358	0.09395133787
359	0.0936421752
360	0.09335425165
361	0.09301601516
362	0.09260978301
363	0.09231844213
364	0.09200792842
365	0.09168345398
366	0.09141346481
367	0.09113978015
368	0.09086118142
369	0.09056219127
370	0.09030505021
371	0.09001226558
372	0.08974237574
373	0.08941872915
374	0.08915777339
375	0.08887616131
376	0.08857776059
377	0.08828389645
378	0.08800170157
379	0.08773667283
380	0.08743121889
381	0.08721451627
382	0.08692011568
383	0.08668030633
03902852204
375	0.03889772627
376	0.03877470228
377	0.03865704272
378	0.03853290611
	0.03564695517
380	0.03553748793
381	0.03543627924
382	0.03531331486
383	0.03517726064
384	0.03507669767
385	0.03493523929
386	0.03483147091
387	0.03470055925
415144
389	0.03733436929
390	0.0372171402
3242573391	0.037714587339392	0.0376013947396	0.05366418097
397	0.05350837443
398	0.05334466696
399	0.053139574
96
.03588068485
398	0.03578461872
399	0.03569271498
