회사명,거래소코드,회계년도,감사의견코드
주식회사에이치앤에이파트너스,091818,2018/12,NA
주식회사에이치앤에이파트너스,091818,2019/12,UQ
주식회사에이치앤엠인베스트,106599,2021/12,NA
주식회사에이치앤엠인베스트,106599,2022/12,UQ
주식회사에이치앤철강,045723,2012/12,UQ
주식회사에이치앤철강,045723,2013/12,UQ
주식회사에이치앤철강,045723,2014/12,UQ
주식회사에이치앤철강,045723,2015/12,UQ
주식회사에이치앤철강,045723,2016/12,UQ
주식회사에이치앤철강,045723,2017/12,UQ
주식회사에이치앤철강,045723,2018/12,UQ
주식회사에이치앤철강,045723,2019/12,UQ
주식회사에이치앤철강,045723,2020/12,UQ
주식회사에이치앤철강,045723,2021/12,UQ
주식회사에이치앤철강,045723,2022/12,UQ
주식회사에이치앤케이,094199,2019/12,NA
주식회사에이치앤케이,094199,2020/12,QS
주식회사에이치앤케이,094199,2021/12,UQ
주식회사에이치앤케이,094199,2022/12,UQ
주식회사에이치앤케이개발,102684,2021/12,NA
주식회사에이치앤케이개발,102684,2022/12,UQ
주식회사에이치앤케이홀딩스,041742,2012/12,UQ
주식회사에이치앤케이홀딩스,041742,2013/12,UQ
주식회사에이치앤케이홀딩스,041742,2014/12,UQ
주식회사에이치앤케이홀딩스,041742,2015/12,UQ
주식회사에이치앤케이홀딩스,041742,2016/12,UQ
주식회사에이치앤케이홀딩스,041742,2017/12,UQ
주식회사에이치앤케이홀딩스,041742,2018/12,UQ
주식회사에이치앤케이홀딩스,041742,2019/12,UQ
주식회사에이치앤케이홀딩스,041742,2020/12,UQ
주식회사에이치앤케이홀딩스,041742,2021/12,UQ
주식회사에이치앤케이홀딩스,041742,2022/12,UQ
주식회사에이치앤파트너스,095863,2019/12,NA
주식회사에이치앤파트너스,095863,2020/12,UQ
주식회사에이치앤파트너스,095863,2021/12,UQ
주식회사에이치앤파트너스,095863,2022/12,UQ
주식회사에이치앤포세카,076716,2016/12,UQ
주식회사에이치앤포세카,076716,2017/12,UQ
주식회사에이치앤포세카,076716,2018/12,UQ
주식회사에이치앤포세카,076716,2019/12,UQ
주식회사에이치앤포세카,076716,2020/12,UQ
주식회사에이치앤포세카,076716,2021/12,UQ
주식회사에이치앤포세카,076716,2022/12,UQ
주식회사에이치앤피,085083,2017/12,NA
주식회사에이치앤피,085083,2018/12,UQ
주식회사에이치앤피,085083,2019/12,UQ
주식회사에이치앤피,085083,2020/12,UQ
주식회사에이치앤피,085083,2021/12,UQ
주식회사에이치앤피,085083,2022/12,UQ
주식회사에이치에스,051663,2012/12,UQ
주식회사에이치에스,051663,2013/12,UQ
주식회사에이치에스,051663,2014/12,UQ
주식회사에이치에스,051663,2015/12,UQ
주식회사에이치에스,051663,2016/12,UQ
주식회사에이치에스,051663,2017/12,UQ
주식회사에이치에스,051663,2018/12,DU
주식회사에이치에스,104303,2021/12,NA
주식회사에이치에스,104303,2022/12,QS
주식회사에이치에스개발,100938,2020/12,NA
주식회사에이치에스개발,103116,2021/12,NA
주식회사에이치에스개발,100938,2021/12,UQ
주식회사에이치에스개발,103116,2022/12,UQ
주식회사에이치에스개발,100938,2022/12,UQ
주식회사에이치에스글로텍,089683,2018/12,NA
주식회사에이치에스글로텍,089683,2019/12,QS
주식회사에이치에스도시개발,100403,2020/12,NA
주식회사에이치에스도시개발,100403,2021/12,UQ
주식회사에이치에스도시개발,100403,2022/12,UQ
주식회사에이치에스디,102248,2021/12,NA
주식회사에이치에스디,102248,2022/12,UQ
주식회사에이치에스디앤씨,071741,2015/03,NA
주식회사에이치에스디앤씨,086493,2017/12,NA
주식회사에이치에스디앤씨,071741,2018/12,NA
주식회사에이치에스디앤씨,086493,2018/12,UQ
주식회사에이치에스디앤씨,071741,2019/12,UQ
주식회사에이치에스디앤씨,071741,2020/12,UQ
주식회사에이치에스디앤씨,071741,2021/12,UQ
주식회사에이치에스디앤씨,071741,2022/12,UQ
주식회사에이치에스머티리얼즈,101958,2022/12,UQ
주식회사에이치에스바이오,081489,2016/12,NA
주식회사에이치에스바이오,081489,2017/12,UQ
주식회사에이치에스바이오,081489,2018/12,UQ
주식회사에이치에스바이오,081489,2019/12,UQ
주식회사에이치에스바이오,081489,2020/12,UQ
주식회사에이치에스바이오,081489,2021/12,UQ
주식회사에이치에스바이오,081489,2022/12,UQ
주식회사에이치에스비컴퍼니,080351,2016/12,NA
주식회사에이치에스비컴퍼니,080351,2017/12,UQ
주식회사에이치에스비컴퍼니,080351,2018/12,UQ
주식회사에이치에스서라벌,072984,2014/12,NA
주식회사에이치에스서라벌,072984,2015/12,UQ
주식회사에이치에스서라벌,072984,2016/12,UQ
주식회사에이치에스서라벌,072984,2017/12,UQ
주식회사에이치에스서라벌,072984,2018/12,UQ
주식회사에이치에스서라벌,072984,2019/12,UQ
주식회사에이치에스서라벌,072984,2020/12,UQ
주식회사에이치에스서라벌,072984,2021/12,UQ
주식회사에이치에스서라벌,072984,2022/12,UQ
주식회사에이치에스씨엠티,080292,2016/12,NA
주식회사에이치에스씨엠티,080292,2017/12,UQ
주식회사에이치에스씨엠티,080292,2018/12,UQ
주식회사에이치에스씨엠티,080292,2019/12,NA
주식회사에이치에스씨엠티,080292,2020/12,UQ
주식회사에이치에스씨엠티,080292,2021/12,UQ
주식회사에이치에스씨엠티,080292,2022/12,UQ
주식회사에이치에스아쿠아피드,100473,2020/12,NA
주식회사에이치에스아쿠아피드,100473,2021/12,UQ
주식회사에이치에스아쿠아피드,100473,2022/12,UQ
주식회사에이치에스에프,104272,2021/12,NA
주식회사에이치에스에프,104272,2022/12,QS
주식회사에이치에스우드,082305,2016/12,NA
주식회사에이치에스우드,082305,2017/12,QS
주식회사에이치에스우드,082305,2018/12,UQ
주식회사에이치에스우드,082305,2019/12,UQ
주식회사에이치에스우드,082305,2020/12,UQ
주식회사에이치에스우드,082305,2021/12,UQ
주식회사에이치에스우드,082305,2022/12,UQ
주식회사에이치에스위즈모어,086646,2017/12,NA
주식회사에이치에스위즈모어,086646,2018/12,UQ
주식회사에이치에스위즈모어,086646,2019/12,UQ
주식회사에이치에스위즈모어,086646,2020/12,UQ
주식회사에이치에스위즈모어,086646,2021/12,UQ
주식회사에이치에스위즈모어,086646,2022/12,UQ
주식회사에이치에스지,075986,2015/12,NA
주식회사에이치에스지,075986,2016/12,QS
주식회사에이치에스지,075986,2017/12,UQ
주식회사에이치에스지,075986,2018/12,UQ
주식회사에이치에스지,075986,2019/12,UQ
주식회사에이치에스지,075986,2020/12,UQ
주식회사에이치에스지,075986,2021/12,UQ
주식회사에이치에스지,075986,2022/12,UQ
